"Story","Title","Result","Date","Stability","Duration (s)"
"Deberia poder ver un mensaje de registro exitoso en la página de Utest.","El usuario después de diligenciar todo el formulario deberia poder ver un mensaje de registro exitoso.","PENDING","2023-10-21T11:14:13.983-05:00[America/Bogota]","0.0","0.09"
